1692	S109	25.7	2023-11-02 05:00:00
1693	S117	26.5	2023-11-02 05:00:00
1694	S50	25.3	2023-11-02 05:00:00
1695	S107	27.7	2023-11-02 05:00:00
1696	S43	26.9	2023-11-02 05:00:00
1697	S44	25.2	2023-11-02 05:00:00
1698	S121	25.1	2023-11-02 05:00:00
1699	S111	25.8	2023-11-02 05:00:00
1700	S60	26.8	2023-11-02 05:00:00
1701	S115	26.7	2023-11-02 05:00:00
1702	S24	26.1	2023-11-02 05:00:00
1703	S116	26.9	2023-11-02 05:00:00
1704	S104	25.5	2023-11-02 05:00:00
1705	S109	25.7	2023-11-02 06:00:00
1706	S117	26.1	2023-11-02 06:00:00
1707	S50	25.2	2023-11-02 06:00:00
1708	S107	27.8	2023-11-02 06:00:00
1709	S43	26.9	2023-11-02 06:00:00
1710	S44	25.6	2023-11-02 06:00:00
1711	S121	25.1	2023-11-02 06:00:00
1712	S111	26.0	2023-11-02 06:00:00
1713	S60	26.5	2023-11-02 06:00:00
1714	S115	26.9	2023-11-02 06:00:00
1715	S24	26.0	2023-11-02 06:00:00
1716	S116	26.9	2023-11-02 06:00:00
1717	S104	25.7	2023-11-02 06:00:00
1718	S109	25.9	2023-11-02 07:00:00
1719	S117	26.7	2023-11-02 07:00:00
1720	S50	25.4	2023-11-02 07:00:00
1721	S107	27.8	2023-11-02 07:00:00
1722	S43	27.2	2023-11-02 07:00:00
1723	S44	25.3	2023-11-02 07:00:00
1724	S121	24.9	2023-11-02 07:00:00
1725	S111	25.9	2023-11-02 07:00:00
1726	S60	26.4	2023-11-02 07:00:00
1727	S115	26.7	2023-11-02 07:00:00
1728	S24	26.3	2023-11-02 07:00:00
1729	S116	26.9	2023-11-02 07:00:00
1730	S104	25.5	2023-11-02 07:00:00
1731	S109	27.5	2023-11-02 08:00:00
1732	S117	27.5	2023-11-02 08:00:00
1733	S50	27.0	2023-11-02 08:00:00
1734	S107	28.9	2023-11-02 08:00:00
1735	S43	27.8	2023-11-02 08:00:00
1736	S44	25.6	2023-11-02 08:00:00
1737	S121	26.0	2023-11-02 08:00:00
1738	S111	26.9	2023-11-02 08:00:00
1739	S60	27.9	2023-11-02 08:00:00
1740	S115	27.0	2023-11-02 08:00:00
1741	S24	27.6	2023-11-02 08:00:00
1742	S116	27.6	2023-11-02 08:00:00
1743	S104	26.3	2023-11-02 08:00:00
1744	S109	28.8	2023-11-02 09:00:00
1745	S117	28.9	2023-11-02 09:00:00
1746	S50	29.2	2023-11-02 09:00:00
1747	S107	29.5	2023-11-02 09:00:00
1748	S43	29.0	2023-11-02 09:00:00
1749	S44	27.4	2023-11-02 09:00:00
1750	S121	27.7	2023-11-02 09:00:00
1751	S111	28.5	2023-11-02 09:00:00
1752	S60	29.8	2023-11-02 09:00:00
1753	S115	27.8	2023-11-02 09:00:00
1754	S24	28.5	2023-11-02 09:00:00
1755	S116	28.9	2023-11-02 09:00:00
1756	S104	28.7	2023-11-02 09:00:00
1757	S109	30.5	2023-11-02 10:00:00
1758	S117	30.4	2023-11-02 10:00:00
1759	S50	30.4	2023-11-02 10:00:00
1760	S107	30.2	2023-11-02 10:00:00
1761	S43	30.4	2023-11-02 10:00:00
1762	S44	29.5	2023-11-02 10:00:00
1763	S121	29.4	2023-11-02 10:00:00
1764	S111	30.9	2023-11-02 10:00:00
1765	S60	30.6	2023-11-02 10:00:00
1766	S115	28.9	2023-11-02 10:00:00
1767	S24	29.8	2023-11-02 10:00:00
1768	S116	30.7	2023-11-02 10:00:00
1769	S104	29.7	2023-11-02 10:00:00
1770	S109	30.7	2023-11-02 11:00:00
1771	S117	31.5	2023-11-02 11:00:00
1772	S50	31.6	2023-11-02 11:00:00
1773	S107	31.9	2023-11-02 11:00:00
1774	S43	31.5	2023-11-02 11:00:00
1775	S44	29.9	2023-11-02 11:00:00
1776	S121	30.9	2023-11-02 11:00:00
1777	S111	31.4	2023-11-02 11:00:00
1778	S60	30.5	2023-11-02 11:00:00
1779	S115	30.1	2023-11-02 11:00:00
1780	S24	30.6	2023-11-02 11:00:00
1781	S116	31.0	2023-11-02 11:00:00
1782	S104	30.3	2023-11-02 11:00:00
1783	S109	31.6	2023-11-02 12:00:00
1784	S117	32.3	2023-11-02 12:00:00
1785	S50	32.3	2023-11-02 12:00:00
1786	S107	30.9	2023-11-02 12:00:00
1787	S43	31.8	2023-11-02 12:00:00
1788	S44	31.7	2023-11-02 12:00:00
1789	S121	31.5	2023-11-02 12:00:00
1790	S111	34.0	2023-11-02 12:00:00
1791	S60	31.2	2023-11-02 12:00:00
1792	S115	31.0	2023-11-02 12:00:00
1793	S24	31.3	2023-11-02 12:00:00
1794	S104	32.1	2023-11-02 12:00:00
1795	S109	32.3	2023-11-02 13:00:00
1796	S117	31.3	2023-11-02 13:00:00
1797	S50	32.8	2023-11-02 13:00:00
1798	S107	31.0	2023-11-02 13:00:00
1799	S43	31.8	2023-11-02 13:00:00
1800	S44	30.3	2023-11-02 13:00:00
1801	S121	32.6	2023-11-02 13:00:00
1802	S111	31.2	2023-11-02 13:00:00
1803	S60	32.4	2023-11-02 13:00:00
1804	S115	31.2	2023-11-02 13:00:00
1805	S24	32.7	2023-11-02 13:00:00
1806	S116	30.7	2023-11-02 13:00:00
1807	S104	32.9	2023-11-02 13:00:00
1808	S109	33.3	2023-11-02 14:00:00
1809	S117	31.6	2023-11-02 14:00:00
1810	S50	32.6	2023-11-02 14:00:00
1811	S107	31.1	2023-11-02 14:00:00
1812	S43	33.0	2023-11-02 14:00:00
1813	S44	30.2	2023-11-02 14:00:00
1814	S121	32.8	2023-11-02 14:00:00
1815	S111	32.5	2023-11-02 14:00:00
1816	S60	32.1	2023-11-02 14:00:00
1817	S115	31.3	2023-11-02 14:00:00
1818	S24	32.8	2023-11-02 14:00:00
1819	S116	30.7	2023-11-02 14:00:00
1820	S104	33.7	2023-11-02 14:00:00
1821	S109	32.3	2023-11-02 15:00:00
1822	S117	32.9	2023-11-02 15:00:00
1823	S50	32.9	2023-11-02 15:00:00
1824	S107	31.3	2023-11-02 15:00:00
1825	S43	34.3	2023-11-02 15:00:00
1826	S44	30.5	2023-11-02 15:00:00
1827	S121	32.6	2023-11-02 15:00:00
1828	S111	33.2	2023-11-02 15:00:00
1829	S60	32.3	2023-11-02 15:00:00
1830	S115	31.8	2023-11-02 15:00:00
1831	S24	33.3	2023-11-02 15:00:00
1832	S116	30.7	2023-11-02 15:00:00
1833	S104	32.4	2023-11-02 15:00:00
1834	S109	30.6	2023-11-02 16:00:00
1835	S117	32.7	2023-11-02 16:00:00
1836	S50	33.1	2023-11-02 16:00:00
1837	S107	31.2	2023-11-02 16:00:00
1838	S43	33.0	2023-11-02 16:00:00
1839	S44	30.7	2023-11-02 16:00:00
1840	S121	32.3	2023-11-02 16:00:00
1841	S111	34.3	2023-11-02 16:00:00
1842	S60	32.5	2023-11-02 16:00:00
1843	S115	32.2	2023-11-02 16:00:00
1844	S24	32.1	2023-11-02 16:00:00
1845	S116	31.1	2023-11-02 16:00:00
1846	S104	30.8	2023-11-02 16:00:00
1847	S109	30.5	2023-11-02 17:00:00
1848	S117	32.0	2023-11-02 17:00:00
1849	S50	28.8	2023-11-02 17:00:00
1850	S107	31.2	2023-11-02 17:00:00
1851	S43	32.7	2023-11-02 17:00:00
1852	S44	27.9	2023-11-02 17:00:00
1853	S121	26.2	2023-11-02 17:00:00
1854	S111	32.0	2023-11-02 17:00:00
1855	S60	32.3	2023-11-02 17:00:00
1856	S115	31.7	2023-11-02 17:00:00
1857	S24	31.9	2023-11-02 17:00:00
1858	S116	31.2	2023-11-02 17:00:00
1859	S104	28.4	2023-11-02 17:00:00
1860	S109	29.5	2023-11-02 18:00:00
1861	S117	31.0	2023-11-02 18:00:00
1862	S50	29.8	2023-11-02 18:00:00
1863	S107	31.4	2023-11-02 18:00:00
1864	S43	31.5	2023-11-02 18:00:00
1865	S44	27.5	2023-11-02 18:00:00
1866	S121	27.2	2023-11-02 18:00:00
1867	S60	31.6	2023-11-02 18:00:00
1868	S115	29.7	2023-11-02 18:00:00
1869	S24	31.0	2023-11-02 18:00:00
1870	S116	30.3	2023-11-02 18:00:00
1871	S104	28.4	2023-11-02 18:00:00
1872	S109	28.8	2023-11-02 19:00:00
1873	S117	30.7	2023-11-02 19:00:00
1874	S50	28.6	2023-11-02 19:00:00
1875	S107	31.4	2023-11-02 19:00:00
1876	S43	30.2	2023-11-02 19:00:00
1877	S44	27.7	2023-11-02 19:00:00
1878	S121	27.2	2023-11-02 19:00:00
1879	S111	29.0	2023-11-02 19:00:00
1880	S60	30.5	2023-11-02 19:00:00
1881	S115	29.1	2023-11-02 19:00:00
1882	S24	30.0	2023-11-02 19:00:00
1883	S116	29.7	2023-11-02 19:00:00
1884	S104	28.7	2023-11-02 19:00:00
1885	S109	28.8	2023-11-02 20:00:00
1886	S117	29.8	2023-11-02 20:00:00
1887	S50	28.5	2023-11-02 20:00:00
1888	S107	30.6	2023-11-02 20:00:00
1889	S43	29.8	2023-11-02 20:00:00
1890	S44	27.8	2023-11-02 20:00:00
1891	S121	27.3	2023-11-02 20:00:00
1892	S111	28.5	2023-11-02 20:00:00
1893	S60	30.6	2023-11-02 20:00:00
1894	S115	28.9	2023-11-02 20:00:00
1895	S24	29.5	2023-11-02 20:00:00
1896	S116	29.7	2023-11-02 20:00:00
1897	S104	28.8	2023-11-02 20:00:00
1898	S109	28.9	2023-11-02 21:00:00
1899	S117	29.6	2023-11-02 21:00:00
1900	S50	28.5	2023-11-02 21:00:00
1901	S107	30.0	2023-11-02 21:00:00
1902	S43	29.9	2023-11-02 21:00:00
1903	S44	27.9	2023-11-02 21:00:00
1904	S121	27.3	2023-11-02 21:00:00
1905	S111	28.3	2023-11-02 21:00:00
1906	S60	29.7	2023-11-02 21:00:00
1907	S115	28.9	2023-11-02 21:00:00
1908	S24	29.0	2023-11-02 21:00:00
1909	S116	29.4	2023-11-02 21:00:00
1910	S104	28.6	2023-11-02 21:00:00
1911	S109	28.5	2023-11-02 22:00:00
1912	S117	29.6	2023-11-02 22:00:00
1913	S50	28.5	2023-11-02 22:00:00
1914	S107	29.9	2023-11-02 22:00:00
1915	S43	29.6	2023-11-02 22:00:00
1916	S44	27.4	2023-11-02 22:00:00
1917	S121	27.2	2023-11-02 22:00:00
1918	S111	28.1	2023-11-02 22:00:00
1919	S60	29.5	2023-11-02 22:00:00
1920	S115	28.7	2023-11-02 22:00:00
1921	S24	28.3	2023-11-02 22:00:00
1922	S116	29.3	2023-11-02 22:00:00
